1397322436	171495528	58.5969	49.6583
1397322436	174569597	53.5500	10.0000
1397322436	359950925	52.4667	-1.9167
1397322436	500116665	47.0167	-1.0667
1397322437	336575874	49.2986	11.2897
1397322437	70429161	31.7333	-106.4833
1397322438	1059663560
1397322438	108677314	19.4342	-99.1386
1397322438	2298020790	38.0000	-97.0000
1397322438	291893357	56.6369	47.8711
1397322438	298978744	55.7522	37.6156
1397322438	817385558	49.0000	32.0000
1397322439	1081987322
1397322439	119072287	52.2000	0.1167
1397322439	1705350097	33.5931	-7.6164
1397322439	221600458	25.8833	-97.5000
1397322439	475114472	52.4667	-1.9167
1397322439	727414560	10.2469	-67.5958
1397322439	92020055	23.7231	90.4086
1397322440	120237320	53.3000	-3.7500
1397322440	1247498635	29.7755	-95.4152
1397322440	274781859	42.9462	-78.8616
1397322440	361552849	-25.2667	-57.6667
1397322440	628149290	36.2729	-115.1333
1397322440	838389966	44.8186	20.4681
1397322441	1317891716	38.0000	-97.0000
1397322441	229169314	-33.4500	-70.6667
1397322441	232266161	-51.6333	-69.2167
1397322441	35618445	26.6337	-81.9820
1397322441	448102321	43.2767	26.9292
1397322442	581072910	43.9589	-92.4028
1397322443	145254582	51.5002	-0.1262
1397322443	1707936722	55.7522	37.6156
1397322443	231136917	37.3772	-5.9869
1397322443	254987252	43.6500	51.2000
1397322443	268192576	39.4667	-0.3667
1397322443	418226213	55.8500	-3.9833
1397322443	75558699	52.0333	-0.7000
1397322444	121486892	-25.0833	-50.1500
1397322444	1459084530	-29.0000	24.0000
1397322444	2414110436	25.7667	-100.2000
1397322444	310871259	38.0000	-97.0000
1397322444	40949664	54.0000	-2.0000
1397322444	420402210	52.4667	-1.9167
1397322444	48173085	38.6143	-90.4444
1397322444	707930911	33.2065	-96.6569
1397322445	108384630	34.0416	-118.2988
1397322445	149997473	47.3667	18.9333
1397322445	1654572956	27.0000	30.0000
1397322445	1859053825	43.2500	-79.8333
1397322445	2157379710	39.8928	-82.9588
1397322445	29509905	56.8167	24.6000
1397322446	1051598438	-7.1167	-34.8667
1397322446	2475705123	52.4667	-1.9167
1397322446	265795780	23.0000	-102.0000
1397322446	60198222	4.1533	-73.6350
1397322447	1090505894	30.1145	-95.4729
1397322447	124318901	51.4500	-2.5833
1397322447	1245062762	38.7681	-90.5614
1397322447	1523843102
1397322447	1631585352	38.0000	-97.0000
1397322447	2294395618	54.0000	-2.0000
1397322448	157770262	-34.7667	-58.4000
1397322448	1593971634	40.7571	-99.1087
1397322448	2369773063	34.3067	-85.2700
1397322448	25049415	51.5000	-0.5000
1397322448	610054398	58.4603	8.7667
1397322449	1333053050
1397322449	146910085	52.1500	5.3833
1397322449	83897832	19.6167	-103.4333
1397322449	921853146
1397322450	1887861506	-12.2833	-66.2500
1397322450	240116340	32.3046	-102.6379
1397322450	368157591	1.2931	103.8558
1397322450	36871202	37.6828	-122.4577
1397322451	2417767832	38.0000	-97.0000
1397322451	40808672	34.0416	-118.2988
1397322451	569240783	38.9599	-77.3428
1397322451	736374272	19.4342	-99.1386
1397322451	9390202	47.4762	-122.1538
1397322452	1963194943	28.4913	-81.4097
1397322452	269936896	33.8004	-84.3865
1397322452	34732585	51.8333	-2.2500
1397322452	74293091	22.2167	-97.8500
1397322453	108791684	51.8833	0.9000
1397322453	1354864190	41.8133	-71.3619
1397322453	21385731	40.8648	-73.8867
1397322453	306378251	-25.2667	-57.6667
1397322453	382123163	4.6000	-74.0833
1397322453	576518360	25.5667	-103.5000
1397322453	597648962	34.4395	-91.5298
1397322454	186680481	25.2867	51.5333
1397322454	328365030	54.0000	-2.0000
1397322454	948357283
1397322455	1398132480	53.5500	-3.0500
1397322455	35606018	-34.8581	-56.1708
1397322456	1260162062	52.25	21
1397322456	1556102960	30.0500	31.2500
1397322456	288373422	41.3833	2.1833
1397322456	364849758	52.0333	-0.7000
1397322456	380004385	41.9895	-72.6542
1397322456	597055284	43.4333	-79.6667
1397322457	1132748244	42.4666	-83.1782
1397322457	1702683132	54.0000	-2.0000
1397322457	26526438	38.0000	-97.0000
1397322457	337741045	55.6500	-3.7833
1397322457	497289214	52.25	21
1397322458	125789131	49.2833	-122.8500
1397322458	159650516	-30.9333	-61.5667
1397322458	16807220	38.7851	-77.2866
1397322458	203373443	36.1352	-95.9364
1397322458	397902428	47.0000	8.0000
1397322458	537551775	47.0000	8.0000
1397322459	204148175	-36.3333	-57.6667
1397322459	2305371186	37.7950	-122.2193
1397322459	274678626	40.4000	-3.6833
1397322459	495612035	40.7021	-73.7062
1397322459	579966155	60.1500	11.1833
1397322459	75451763	8.6292	-70.2072
1397322460	147444814	41.1764	-80.9685
1397322460	185662194	41.3833	2.1833
1397322460	261690293	47.1333	15.3500
1397322460	417773191	14.6333	121.0500
1397322461	1143531997	38.9142	-104.7749
1397322461	1528626848	33.9517	-118.2956
1397322461	191440367	-6.9039	107.6186
1397322461	307576375	19.0000	-70.6667
1397322461	424502772	55.0000	-7.3333
1397322461	474203112	51.9333	6.1333
1397322462	1042003316
1397322462	126024173	21.1167	-101.6667
1397322462	298860032	39.1699	-84.4859
1397322462	30340313	4.0000	-72.0000
1397322462	378926093	40.0201	-81.7397
1397322463	593844556	20.5167	-100.8167
1397322463	70512343	53.5500	-113.5000
1397322463	788223284	38.0000	-97.0000
1397322463	880481762	51.8833	0.9000
1397322464	109731245	40.7021	-73.7062
1397322464	220843471	54.5833	-5.9333
1397322464	24580032	53.0000	-8.0000
1397322464	84269307	-0.0333	109.3333
1397322465	105544898	51.5002	-0.1262
1397322465	112853645	47.0000	8.0000
1397322465	2437908812	35.1242	-89.9521
1397322465	35711398	51.7167	8.7667
1397322465	581152224	49.4811	8.4353
1397322466	182348588	25.2522	55.2800
1397322466	217561843	51.5002	-0.1262
1397322466	2254537787	52.0000	20.0000
1397322466	331094800	23.0000	-102.0000
1397322467	20888497	33.8808	-80.3536
1397322467	2416757156	38.0000	-97.0000
1397322467	800689044	41.1858	-73.1914
1397322468	15540576	29.8327	-95.6627
1397322468	1711708338
1397322468	328948689	42.1333	-0.4167
1397322468	60104709	12.9833	77.5833
1397322469	280205796	49.1364	-122.8213
1397322470	1627084711	38.0000	-97.0000
1397322470	307817935	53.3331	-6.2489
1397322470	45292759	38.0293	-84.4927
1397322470	941675196	53.5667	-2.9000
1397322471	1059422606	40.8057	-96.6444
1397322471	15055782	58.8500	5.7333
1397322471	2255291791	20.9667	-89.6167
1397322471	2432286525	40.5975	-73.9979
1397322471	361911931	21.5169	39.2192
1397322472	153323057	25.2867	51.5333
1397322472	458280321	17.3753	78.4744
1397322472	551332954	10.2667	-61.3833
1397322472	68392776	20.0000	77.0000
1397322472	73739892	10.6317	-71.6406
1397322473	1633071024	51.5002	-0.1262
1397322473	238689989	53.7667	-2.7167
1397322473	261642691	56.8500	60.6000
1397322473	377343812	20.2333	85.8333
1397322474	1184092982	-34.1667	-70.7500
1397322474	1852538539	39.7646	-74.2878
1397322474	1958785578	40.2921	-76.4259
1397322474	2389528158	-23.0000	-58.0000
1397322474	2425221127	47.8305	-122.2831
1397322474	276681940	38.5650	-82.6772
1397322474	71112532	19.4342	-99.1386
1397322474	719824215	43.3419	-112.0713
1397322474	853651639	41.8493	-87.6731
1397322475	178568578	18.4526	-67.0183
1397322475	24397869	51.9167	-0.2167
1397322475	575700466	46.0000	2.0000
1397322475	599208111	51.5002	-0.1262
1397322476	110129124	52.9667	-1.1667
1397322476	1344063360	54.0000	-2.0000
1397322476	147176581	-10.0000	-55.0000
1397322476	183718920	34.0416	-118.2988
1397322476	2340750181	51.5002	-0.1262
1397322476	257582278	51.3500	7.4667
1397322476	346873376	45.5000	-73.5833
1397322476	379356642	37.5670	-121.9829
1397322476	50095444	42.9197	-78.8779
1397322476	80699225	45.8000	16.0000
1397322476	906346447	35.8864	-90.6425
1397322477	125851117	25.5500	-103.4333
1397322477	13043282	40.4000	-3.6833
1397322477	173457617	55.9500	-3.2000
1397322477	245223783	13.7086	-89.2031
1397322477	278845723	18.8500	-97.1000
1397322477	636589223	53.0333	18.6000
1397322477	995804450	-38.0000	-57.5500
1397322478	15892985	50.9333	6.9500
1397322478	2348104283	41.8675	-87.6744
1397322478	2389051693
1397322478	327781417	29.3697	47.9783
1397322478	35523825	52.2000	-2.2000
1397322478	781087722	41.0186	28.9647
1397322479	1667814084	17.5500	-92.9500
1397322479	2430683780	39.0783	-108.4868
1397322479	25423000	34.1362	-117.2978
1397322479	358797249	9.3047	-75.3978
1397322479	374013470	37.6910	-97.3292
1397322479	408886122	40.6525	-73.9554
1397322480	1337507209	41.2608	-89.9441
1397322480	1469764231	41.0186	28.9647
1397322480	1876621604	-20.3167	-40.3500
1397322480	2432120942	42.1159	-88.0517
1397322480	391004860	51.5002	-0.1262
1397322480	407236983	57.1333	-2.1000
1397322481	1129132032	40.5449	-75.4026
1397322481	1561662439	33.4253	-111.7273
1397322481	215793958	41.8675	-87.6744
